path,item_name,type,url,min_grade,pg_status,risk_level,concern,action_needed,reviewer_notes
applications.html,TimeGuessr,Geography Game,https://timeguessr.com/,6-8,Approved — Teacher Guidance,Medium,Real historical photos may include wartime imagery war scenes or disturbing historical moments,Teacher should preview specific rounds before assigning,Generally educational. Teacher must verify photo set is age-appropriate.
applications.html,Open Source Games List,Reference List,https://trilarion.github.io/opensourcegames/,Teacher,Teacher Only,Medium,Unvetted game list; includes games with violence combat and mature themes,Keep Teacher Only — teacher uses to find specific titles,Good teacher research resource. Not appropriate for student browsing.
applications.html,GitHub Open Source Games,Reference List,https://github.com/bobeff/open-source-games,Teacher,Teacher Only,Medium,Unfiltered GitHub repo list of games; many with combat/mature themes,Keep Teacher Only,Same concern as above.
applications.html,Infinite Mac,Retro Computing,https://infinitemac.org/,6-8,Approved — Teacher Guidance,Low,Historical Mac OS; students may find old internet apps,Teacher should demo use case first,Good CS history tool. Teacher framing needed.
applications.html,PCjs,Retro Computing,https://www.pcjs.org/,6-8,Approved — Teacher Guidance,Low,Old DOS software; content of old apps not moderated,Teacher demo only; specific machines only,CS history tool. Teacher should select specific machine.
applications.html,Windows 93,Retro OS Parody,https://www.windows93.net/,Teacher,Teacher Only,High,"Parody OS with 'hacker culture' framing; unpredictable novelty content; some apps are crude or weird",Remove from student mode; teacher-only reference if used at all,Not appropriate for student use. Novelty > educational value for K-12.
applications.html,v86 (System Emulator),OS Emulation,https://copy.sh/v86/,Teacher,Teacher Only,Medium,Run arbitrary OS images; students could run unvetted software environments,Teacher Only for demo purposes only,Powerful but unvetted. Teacher demo tool only.
applications.html,EmulatorJS,Console Emulator,https://emulatorjs.org/,Teacher,Teacher Only,High,Library includes console ROMs; many classic games involve combat (Street Fighter Mortal Kombat etc.),Teacher Only; teacher selects specific educational ROMs only,Framework is neutral but ROM library is unvetted. Teacher must curate.
applications.html,PCE.js,Retro Computing,https://jamesfriend.com.au/pce-js/,6-8,Approved — Teacher Guidance,Low,Old computing ecosystems; content of old apps not moderated,Teacher demo context needed,CS history tool. Acceptable with teacher framing.
applications.html,JSLinux,Linux Terminal,https://bellard.org/jslinux/,9-12,Approved — Teacher Guidance,Low,Full Linux terminal in browser; advanced students could run arbitrary commands,Teacher should set task scope clearly,Appropriate for advanced CS students learning command line.
applications.html,Virtual x86,OS Emulation,https://virtualx86.com/,9-12,Approved — Teacher Guidance,Low,Same concerns as v86 but cleaner interface,Teacher framing for OS architecture lesson,Appropriate for high school CS with clear task scope.
applications.html,Dan-Ball,Physics Sandbox,https://dan-ball.jp/en/,6-8,Approved — Teacher Guidance,Medium,"Japanese site; some sandbox games have mild combat; ads visible; community games section unvetted",Teacher should direct to specific simulations only; avoid community games,Powder toy physics is genuinely educational. Community game section is not.
applications.html,Glide Apps,App Builder,https://www.glideapps.com/,6-8,Approved — Teacher Guidance,Low,Requires Google account; community app gallery has unvetted apps,Teacher creates class project; students do not browse community,Good no-code tool for 6-8+.
applications.html,Thunkable,App Builder,https://www.thunkable.com/,6-8,Approved — Teacher Guidance,Low,Account required; community project gallery visible,Teacher creates project and shares direct link,Similar to MIT App Inventor. Safe for guided projects.
applications.html,ArtStation,Art Portfolio,https://www.artstation.com/,Teacher,Remove,High,Professional artist community; homepage and feeds regularly show mature fantasy/sci-fi art including some NSFW-adjacent content; no reliable content filter for minors,Remove from student-facing tiles; teacher may reference in private for professional art context only,Not appropriate for K-12 student browsing under any circumstances.
applications.html,ChatGPT,AI Assistant,https://chat.openai.com/,6-8,Approved — Teacher Guidance,Medium,Unfiltered AI chat; can discuss any topic; no inherent K-12 content filter without EDU controls,Require AI pledge completion; teacher explains responsible use; 6-8 minimum,AI pledge modal already exists. Appropriate with framing. Not for K-5.
applications.html,ChatGPT Search,AI Search,https://chatgpt.com/?hints=search,6-8,Approved — Teacher Guidance,Medium,Same as ChatGPT,Require AI pledge,Same framing as ChatGPT.
applications.html,GPT Store,AI Bot Store,https://chat.openai.com/gpts,Teacher,Teacher Only,High,Unvetted user-created AI bots; content and behavior unpredictable,Teacher Only — teacher may demo specific vetted GPTs,Students should not browse the GPT store independently.
applications.html,DALL-E (via ChatGPT),AI Image Gen,https://chat.openai.com/,6-8,Approved — Teacher Guidance,Medium,AI image generation; guided by safety filters but not foolproof,Require AI pledge; teacher monitors prompts,Same access path as ChatGPT. Pledge covers this.
applications.html,Sora,AI Video Gen,https://openai.com/sora,9-12,Approved — Teacher Guidance,High,AI video generation; safety filters exist but video AI is newer and less tested for minors,9-12 teacher guided only; teacher reviews outputs before sharing,Not appropriate below 9th grade. Teacher oversight required for any use.
applications.html,OpenAI Whisper (docs),AI Reference,https://openai.com/research/whisper,9-12,Approved,Low,Documentation page only,None,Research/documentation. Safe.
applications.html,OpenAI TTS (docs),AI Reference,https://platform.openai.com/docs/guides/text-to-speech,9-12,Approved — Teacher Guidance,Low,Developer documentation; requires API account,Teacher framing for advanced students,Appropriate for 9-12 CS students.
applications.html,OpenAI Platform,Developer Tool,https://platform.openai.com/,Teacher,Teacher Only,Medium,API platform with billing; not a student tool,Teacher Only,Developer credential management. Not for students.
applications.html,OpenAI Playground,Developer Tool,https://platform.openai.com/playground,Teacher,Teacher Only,Medium,Unfiltered model access with billing; not a student tool,Teacher Only for demonstration,Same as platform.
applications.html,OpenAI Models (docs),Developer Reference,https://platform.openai.com/docs/models,9-12,Approved — Teacher Guidance,Low,Documentation; advanced CS context,Teacher framing,Appropriate for advanced CS.
applications.html,OpenAI Codex,AI Coding Tool,https://openai.com/codex,9-12,Approved — Teacher Guidance,Low,AI code generation; may bypass learning if misused,Teacher framing on responsible use,Appropriate for advanced 9-12 with clear assignment structure.
applications.html,Gemini,AI Assistant,https://gemini.google.com/,6-8,Approved — Teacher Guidance,Medium,Google AI chat; similar concerns to ChatGPT; no K-12-specific filter,Require AI pledge; 6-8 minimum,Same posture as ChatGPT. AI pledge covers.
applications.html,Google AI Mode (Search),AI Search,https://www.google.com/search?q=&udm=50,6-8,Approved — Teacher Guidance,Low,AI-powered search; may surface unfiltered web content,Teacher framing on verifying AI answers,Generally safe. Teacher should discuss AI search literacy.
applications.html,Google Labs,Experimental AI,https://labs.google.com/,Teacher,Teacher Only,High,Experimental tools with unpredictable content; not designed for K-12,Teacher Only — teacher reviews specific experiments before student demo,Experimental platform. Not appropriate for unsupervised student use.
applications.html,Claude (claude.ai),AI Assistant,https://claude.ai/,6-8,Approved — Teacher Guidance,Medium,AI chat; no inherent K-12 content filter without EDU controls,Require AI pledge; 6-8 minimum,Same framing as ChatGPT. AI pledge covers.
applications.html,Anthropic Console,Developer Tool,https://console.anthropic.com/,Teacher,Teacher Only,Medium,API management with billing; not a student tool,Teacher Only,Developer tool. Not for students.
applications.html,Anthropic Docs,Developer Reference,https://docs.anthropic.com/,9-12,Approved — Teacher Guidance,Low,Developer documentation; advanced CS context,Teacher framing,Appropriate for advanced CS students.
applications.html,Claude Models (docs),Developer Reference,https://docs.anthropic.com/en/docs/models-overview,9-12,Approved — Teacher Guidance,Low,Developer documentation,Teacher framing,Same as above.
applications.html,Immersive Web (WebXR),XR Reference,https://immersiveweb.dev/,9-12,Approved — Teacher Guidance,Low,Developer reference site,None,Appropriate for advanced 9-12 web dev.
applications.html,A-Frame,XR Framework,https://aframe.io/,6-8,Approved — Teacher Guidance,Low,Community examples may include varied content,Teacher assigns specific examples,Good VR/AR education tool for 6-8+.
applications.html,Three.js,3D Framework,https://threejs.org/,9-12,Approved — Teacher Guidance,Low,Community examples gallery includes varied content,Teacher assigns specific examples,Appropriate for advanced CS.
applications.html,PlayCanvas,3D Engine,https://playcanvas.com/,9-12,Approved — Teacher Guidance,Low,Community projects visible; some may be adult-themed games,Teacher creates org and assigns project; avoid public project browser,Appropriate for advanced game design students.
applications.html,NVIDIA Omniverse,3D/AI Platform,https://developer.nvidia.com/omniverse,Teacher,Teacher Only,Medium,Enterprise/developer platform; not designed for K-12,Teacher Only for demonstration,Too complex and enterprise-focused for student use.
applications.html,BabylonJS,3D Engine,https://www.babylonjs.com/,9-12,Approved,Low,None,None,Documentation and demos. Safe for advanced CS.
applications.html,Wonderland Engine,XR Engine,https://wonderlandengine.com/,9-12,Approved — Teacher Guidance,Low,Professional XR tool; not designed for K-12,Teacher framing needed,Appropriate for advanced 9-12 CS.
applications.html,p5.xr,XR Framework,https://p5xr.org/,9-12,Approved — Teacher Guidance,Low,Experimental; community examples vary,Teacher assigns specific examples,Creative coding + XR. Appropriate for advanced students.
applications.html,React XR,XR Framework,https://www.react-xr.com/,9-12,Approved — Teacher Guidance,Low,Developer framework; requires React knowledge,Teacher framing,Advanced CS only.
applications.html,HeavyM,Projection Mapping,https://www.heavym.net/,Teacher,Teacher Only,Low,Professional AV tool; not designed for classroom student use,Teacher Only for lab demonstrations,Good for teacher-led projection art demos.
applications.html,MadMapper,Projection Mapping,https://madmapper.com/,Teacher,Teacher Only,Low,Professional AV tool; paid software,Teacher Only,Same as HeavyM.
applications.html,Processing,Creative Coding,https://processing.org/,6-8,Approved,Low,None,None,Established creative coding environment. Safe.
applications.html,Soundtrap,Music DAW,https://www.soundtrap.com/,6-8,Approved — Teacher Guidance,Medium,Spotify-owned; free tier has social sharing features and community browse,Use Soundtrap for Schools version (education.soundtrap.com); teacher creates class,Education version is appropriate. Consumer version has social feed.
applications.html,BandLab Education,Music DAW,https://www.bandlab.com/education,6-8,Approved — Teacher Guidance,Medium,Education subdomain is safer than main BandLab; community feed exists on parent site,Teacher creates class at education.bandlab.com; do not link to main bandlab.com,Education version is appropriate. Teacher-created class required.
applications.html,OpenGameArt,Game Art Assets,https://opengameart.org/,6-8,Approved — Teacher Guidance,Medium,Community-donated art; some sprites include fantasy violence or horror themes; no content filter,Teacher previews specific asset packs and shares direct links; students do not browse freely,Useful for game dev projects. Teacher curation required.
applications.html,Kenney.nl,Game Art Assets,https://kenney.nl/assets/,3-5,Approved,Low,None,None,High-quality clean game assets. No community content. Safe.
applications.html,UIverse,UI Components,https://uiverse.io/,6-8,Approved — Teacher Guidance,Low,Community-made UI snippets; quality varies; some use non-educational themes,Teacher curates specific components to share,Safe for guided web design projects.
applications.html,CSS Scan Buttons,UI Reference,https://getcssscan.com/css-buttons-examples,6-8,Approved,Low,None,None,CSS button examples. Clean reference page.
applications.html,Free Frontend Buttons,UI Reference,https://freefrontend.com/css-buttons/,6-8,Approved — Teacher Guidance,Low,Some ads on site; community CSS examples vary in quality,Teacher shares specific pages,Generally appropriate.
applications.html,Poly Pizza,3D Models,https://poly.pizza/,3-5,Approved,Low,None,None,Clean 3D model library. No community content.
applications.html,CraftPix Freebies,Game Assets,https://craftpix.net/freebies,6-8,Approved — Teacher Guidance,Medium,Commercial game asset site; some asset packs include combat characters weapons and fantasy violence,Teacher previews specific packs and shares direct links; students do not browse freely,Teacher curation required before student use.
applications.html,Freesound,Sound Library,https://freesound.org/,6-8,Approved — Teacher Guidance,Medium,Community sound uploads; some sounds are violent crude or disturbing; no reliable content filter,Teacher downloads and shares specific sounds; students do not browse independently,Teacher curation required. Do not allow free browsing.
applications.html,Figma (duplicate),Design Tool,https://www.figma.com/,6-8,Approved — Teacher Guidance,Low,See Figma above,See above,See Figma above.
